Specimen_Number,Specimen_Part,Identified_Name,Accepted_Name,Accepted_Rank,Length,Width,Height,Circumference,Genus,Longitude,Latitude
80262,tibia,Stokesosaurus n. sp. langhami,Juratyrant langhami,species,680,,,170,Juratyrant,-2.091770,50.597603
80429,skull,n. gen. Juravenator n. sp. starki,Juravenator starki,species,82,,,,Juravenator,11.584697,48.918259
80430,scapula,n. gen. Juravenator n. sp. starki,Juravenator starki,species,42,,,,Juravenator,11.584697,48.918259
80431,humerus,n. gen. Juravenator n. sp. starki,Juravenator starki,species,27,,,,Juravenator,11.584697,48.918259
80432,ulna,n. gen. Juravenator n. sp. starki,Juravenator starki,species,19.5,,,,Juravenator,11.584697,48.918259
80433,radius,n. gen. Juravenator n. sp. starki,Juravenator starki,species,19.3,,,,Juravenator,11.584697,48.918259
80434,femur,n. gen. Juravenator n. sp. starki,Juravenator starki,species,52,,,,Juravenator,11.584697,48.918259
80435,tibia,n. gen. Juravenator n. sp. starki,Juravenator starki,species,58.1,,,,Juravenator,11.584697,48.918259
80436,tibia,n. gen. Juravenator n. sp. starki,Juravenator starki,species,58.1,,,,Juravenator,11.584697,48.918259
79428,femur,UNKNOWN,Kaijiangosaurus lini,species,400,,,,Kaijiangosaurus,,
56292,humerus,Procheneosaurus n. sp. convincens,Kazaklambia convincens,species,330,,,,Kazaklambia,69.390282,41.703800
56293,femur,Procheneosaurus n. sp. convincens,Kazaklambia convincens,species,560,,,,Kazaklambia,69.390282,41.703800
56294,tibia,Procheneosaurus n. sp. convincens,Kazaklambia convincens,species,590,,,,Kazaklambia,69.390282,41.703800
86179,femur,UNKNOWN,Kentrosaurus aethiopicus,species,313.5,,,,Kentrosaurus,,
86180,femur,UNKNOWN,Kentrosaurus aethiopicus,species,324.7,,,,Kentrosaurus,,
86181,femur,UNKNOWN,Kentrosaurus aethiopicus,species,331.5,,,,Kentrosaurus,,
86182,femur,UNKNOWN,Kentrosaurus aethiopicus,species,332,,,,Kentrosaurus,,
86183,femur,UNKNOWN,Kentrosaurus aethiopicus,species,341.5,,,,Kentrosaurus,,
86184,femur,UNKNOWN,Kentrosaurus aethiopicus,species,352.7,,,,Kentrosaurus,,
86185,femur,UNKNOWN,Kentrosaurus aethiopicus,species,364.4,,,,Kentrosaurus,,
86186,femur,UNKNOWN,Kentrosaurus aethiopicus,species,373,,,,Kentrosaurus,,
86187,femur,UNKNOWN,Kentrosaurus aethiopicus,species,374.6,,,,Kentrosaurus,,
86188,femur,UNKNOWN,Kentrosaurus aethiopicus,species,378.4,,,,Kentrosaurus,,
86189,femur,UNKNOWN,Kentrosaurus aethiopicus,species,378.6,,,,Kentrosaurus,,
86190,femur,UNKNOWN,Kentrosaurus aethiopicus,species,380.8,,,,Kentrosaurus,,
86191,femur,UNKNOWN,Kentrosaurus aethiopicus,species,389,,,,Kentrosaurus,,
86192,femur,UNKNOWN,Kentrosaurus aethiopicus,species,446.9,,,,Kentrosaurus,,
86193,femur,UNKNOWN,Kentrosaurus aethiopicus,species,453.6,,,,Kentrosaurus,,
86194,femur,UNKNOWN,Kentrosaurus aethiopicus,species,460.8,,,,Kentrosaurus,,
86195,femur,UNKNOWN,Kentrosaurus aethiopicus,species,488.9,,,,Kentrosaurus,,
86196,femur,UNKNOWN,Kentrosaurus aethiopicus,species,520,,,,Kentrosaurus,,
86197,femur,UNKNOWN,Kentrosaurus aethiopicus,species,536.3,,,,Kentrosaurus,,
86198,femur,UNKNOWN,Kentrosaurus aethiopicus,species,541.2,,,,Kentrosaurus,,
86199,femur,UNKNOWN,Kentrosaurus aethiopicus,species,588.2,,,,Kentrosaurus,,
86200,femur,UNKNOWN,Kentrosaurus aethiopicus,species,596.7,,,,Kentrosaurus,,
86201,femur,UNKNOWN,Kentrosaurus aethiopicus,species,600.4,,,,Kentrosaurus,,
86202,femur,UNKNOWN,Kentrosaurus aethiopicus,species,611.9,,,,Kentrosaurus,,
86203,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.4,,,,Kentrosaurus,,
86204,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.6,,,,Kentrosaurus,,
86205,femur,UNKNOWN,Kentrosaurus aethiopicus,species,616,,,,Kentrosaurus,,
86206,femur,UNKNOWN,Kentrosaurus aethiopicus,species,620.4,,,,Kentrosaurus,,
86207,femur,UNKNOWN,Kentrosaurus aethiopicus,species,624.9,,,,Kentrosaurus,,
86208,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86209,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86210,femur,UNKNOWN,Kentrosaurus aethiopicus,species,631.9,,,,Kentrosaurus,,
86211,femur,UNKNOWN,Kentrosaurus aethiopicus,species,639.5,,,,Kentrosaurus,,
86212,femur,UNKNOWN,Kentrosaurus aethiopicus,species,644.3,,,,Kentrosaurus,,
86213,femur,UNKNOWN,Kentrosaurus aethiopicus,species,649.4,,,,Kentrosaurus,,
86214,femur,UNKNOWN,Kentrosaurus aethiopicus,species,653.6,,,,Kentrosaurus,,
86215,femur,UNKNOWN,Kentrosaurus aethiopicus,species,673,,,,Kentrosaurus,,
86216,femur,UNKNOWN,Kentrosaurus aethiopicus,species,791.5,,,,Kentrosaurus,,
86179,femur,UNKNOWN,Kentrosaurus aethiopicus,species,313.5,,,,Kentrosaurus,,
86180,femur,UNKNOWN,Kentrosaurus aethiopicus,species,324.7,,,,Kentrosaurus,,
86181,femur,UNKNOWN,Kentrosaurus aethiopicus,species,331.5,,,,Kentrosaurus,,
86182,femur,UNKNOWN,Kentrosaurus aethiopicus,species,332,,,,Kentrosaurus,,
86183,femur,UNKNOWN,Kentrosaurus aethiopicus,species,341.5,,,,Kentrosaurus,,
86184,femur,UNKNOWN,Kentrosaurus aethiopicus,species,352.7,,,,Kentrosaurus,,
86185,femur,UNKNOWN,Kentrosaurus aethiopicus,species,364.4,,,,Kentrosaurus,,
86186,femur,UNKNOWN,Kentrosaurus aethiopicus,species,373,,,,Kentrosaurus,,
86187,femur,UNKNOWN,Kentrosaurus aethiopicus,species,374.6,,,,Kentrosaurus,,
86188,femur,UNKNOWN,Kentrosaurus aethiopicus,species,378.4,,,,Kentrosaurus,,
86189,femur,UNKNOWN,Kentrosaurus aethiopicus,species,378.6,,,,Kentrosaurus,,
86190,femur,UNKNOWN,Kentrosaurus aethiopicus,species,380.8,,,,Kentrosaurus,,
86191,femur,UNKNOWN,Kentrosaurus aethiopicus,species,389,,,,Kentrosaurus,,
86192,femur,UNKNOWN,Kentrosaurus aethiopicus,species,446.9,,,,Kentrosaurus,,
86193,femur,UNKNOWN,Kentrosaurus aethiopicus,species,453.6,,,,Kentrosaurus,,
86194,femur,UNKNOWN,Kentrosaurus aethiopicus,species,460.8,,,,Kentrosaurus,,
86195,femur,UNKNOWN,Kentrosaurus aethiopicus,species,488.9,,,,Kentrosaurus,,
86196,femur,UNKNOWN,Kentrosaurus aethiopicus,species,520,,,,Kentrosaurus,,
86197,femur,UNKNOWN,Kentrosaurus aethiopicus,species,536.3,,,,Kentrosaurus,,
86198,femur,UNKNOWN,Kentrosaurus aethiopicus,species,541.2,,,,Kentrosaurus,,
86199,femur,UNKNOWN,Kentrosaurus aethiopicus,species,588.2,,,,Kentrosaurus,,
86200,femur,UNKNOWN,Kentrosaurus aethiopicus,species,596.7,,,,Kentrosaurus,,
86201,femur,UNKNOWN,Kentrosaurus aethiopicus,species,600.4,,,,Kentrosaurus,,
86202,femur,UNKNOWN,Kentrosaurus aethiopicus,species,611.9,,,,Kentrosaurus,,
86203,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.4,,,,Kentrosaurus,,
86204,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.6,,,,Kentrosaurus,,
86205,femur,UNKNOWN,Kentrosaurus aethiopicus,species,616,,,,Kentrosaurus,,
86206,femur,UNKNOWN,Kentrosaurus aethiopicus,species,620.4,,,,Kentrosaurus,,
86207,femur,UNKNOWN,Kentrosaurus aethiopicus,species,624.9,,,,Kentrosaurus,,
86208,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86209,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86210,femur,UNKNOWN,Kentrosaurus aethiopicus,species,631.9,,,,Kentrosaurus,,
86211,femur,UNKNOWN,Kentrosaurus aethiopicus,species,639.5,,,,Kentrosaurus,,
86212,femur,UNKNOWN,Kentrosaurus aethiopicus,species,644.3,,,,Kentrosaurus,,
86213,femur,UNKNOWN,Kentrosaurus aethiopicus,species,649.4,,,,Kentrosaurus,,
86214,femur,UNKNOWN,Kentrosaurus aethiopicus,species,653.6,,,,Kentrosaurus,,
86215,femur,UNKNOWN,Kentrosaurus aethiopicus,species,673,,,,Kentrosaurus,,
86216,femur,UNKNOWN,Kentrosaurus aethiopicus,species,791.5,,,,Kentrosaurus,,
88457,humerus,n. gen. Kerberosaurus n. sp. manakini,Kerberosaurus manakini,species,303,,41,,Kerberosaurus,127.480278,50.251945
88458,ulna,n. gen. Kerberosaurus n. sp. manakini,Kerberosaurus manakini,species,710,,61,,Kerberosaurus,127.480278,50.251945
88459,radius,n. gen. Kerberosaurus n. sp. manakini,Kerberosaurus manakini,species,607,,51,,Kerberosaurus,127.480278,50.251945
86179,femur,UNKNOWN,Kentrosaurus aethiopicus,species,313.5,,,,Kentrosaurus,,
86180,femur,UNKNOWN,Kentrosaurus aethiopicus,species,324.7,,,,Kentrosaurus,,
86181,femur,UNKNOWN,Kentrosaurus aethiopicus,species,331.5,,,,Kentrosaurus,,
86182,femur,UNKNOWN,Kentrosaurus aethiopicus,species,332,,,,Kentrosaurus,,
86183,femur,UNKNOWN,Kentrosaurus aethiopicus,species,341.5,,,,Kentrosaurus,,
86184,femur,UNKNOWN,Kentrosaurus aethiopicus,species,352.7,,,,Kentrosaurus,,
86185,femur,UNKNOWN,Kentrosaurus aethiopicus,species,364.4,,,,Kentrosaurus,,
86186,femur,UNKNOWN,Kentrosaurus aethiopicus,species,373,,,,Kentrosaurus,,
86187,femur,UNKNOWN,Kentrosaurus aethiopicus,species,374.6,,,,Kentrosaurus,,
86188,femur,UNKNOWN,Kentrosaurus aethiopicus,species,378.4,,,,Kentrosaurus,,
86189,femur,UNKNOWN,Kentrosaurus aethiopicus,species,378.6,,,,Kentrosaurus,,
86190,femur,UNKNOWN,Kentrosaurus aethiopicus,species,380.8,,,,Kentrosaurus,,
86191,femur,UNKNOWN,Kentrosaurus aethiopicus,species,389,,,,Kentrosaurus,,
86192,femur,UNKNOWN,Kentrosaurus aethiopicus,species,446.9,,,,Kentrosaurus,,
86193,femur,UNKNOWN,Kentrosaurus aethiopicus,species,453.6,,,,Kentrosaurus,,
86194,femur,UNKNOWN,Kentrosaurus aethiopicus,species,460.8,,,,Kentrosaurus,,
86195,femur,UNKNOWN,Kentrosaurus aethiopicus,species,488.9,,,,Kentrosaurus,,
86196,femur,UNKNOWN,Kentrosaurus aethiopicus,species,520,,,,Kentrosaurus,,
86197,femur,UNKNOWN,Kentrosaurus aethiopicus,species,536.3,,,,Kentrosaurus,,
86198,femur,UNKNOWN,Kentrosaurus aethiopicus,species,541.2,,,,Kentrosaurus,,
86199,femur,UNKNOWN,Kentrosaurus aethiopicus,species,588.2,,,,Kentrosaurus,,
86200,femur,UNKNOWN,Kentrosaurus aethiopicus,species,596.7,,,,Kentrosaurus,,
86201,femur,UNKNOWN,Kentrosaurus aethiopicus,species,600.4,,,,Kentrosaurus,,
86202,femur,UNKNOWN,Kentrosaurus aethiopicus,species,611.9,,,,Kentrosaurus,,
86203,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.4,,,,Kentrosaurus,,
86204,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.6,,,,Kentrosaurus,,
86205,femur,UNKNOWN,Kentrosaurus aethiopicus,species,616,,,,Kentrosaurus,,
86206,femur,UNKNOWN,Kentrosaurus aethiopicus,species,620.4,,,,Kentrosaurus,,
86207,femur,UNKNOWN,Kentrosaurus aethiopicus,species,624.9,,,,Kentrosaurus,,
86208,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86209,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86210,femur,UNKNOWN,Kentrosaurus aethiopicus,species,631.9,,,,Kentrosaurus,,
86211,femur,UNKNOWN,Kentrosaurus aethiopicus,species,639.5,,,,Kentrosaurus,,
86212,femur,UNKNOWN,Kentrosaurus aethiopicus,species,644.3,,,,Kentrosaurus,,
86213,femur,UNKNOWN,Kentrosaurus aethiopicus,species,649.4,,,,Kentrosaurus,,
86214,femur,UNKNOWN,Kentrosaurus aethiopicus,species,653.6,,,,Kentrosaurus,,
86215,femur,UNKNOWN,Kentrosaurus aethiopicus,species,673,,,,Kentrosaurus,,
86216,femur,UNKNOWN,Kentrosaurus aethiopicus,species,791.5,,,,Kentrosaurus,,
80629,skull,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,135,,,,Khaan,100.901947,43.664444
80630,femur,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,374,,,,Khaan,100.901947,43.664444
80631,tibia,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,453,,,,Khaan,100.901947,43.664444
80632,scapula,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,139,,,,Khaan,100.901947,43.664444
80633,humerus,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,116,,,,Khaan,100.901947,43.664444
80634,femur,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,193,,,,Khaan,100.901947,43.664444
80635,tibia,n. gen. Khaan n. sp. mckennai,Khaan mckennai,species,231,,,,Khaan,100.901947,43.664444
83505,scapula,UNKNOWN,Klamelisaurus gobiensis,species,1300,,170,,Klamelisaurus,,
83506,coracoid,UNKNOWN,Klamelisaurus gobiensis,species,300,,390,,Klamelisaurus,,
83507,humerus,UNKNOWN,Klamelisaurus gobiensis,species,920,,,,Klamelisaurus,,
83508,ulna,UNKNOWN,Klamelisaurus gobiensis,species,600,,,,Klamelisaurus,,
83509,radius,UNKNOWN,Klamelisaurus gobiensis,species,560,,,,Klamelisaurus,,
83510,femur,UNKNOWN,Klamelisaurus gobiensis,species,1200,,,,Klamelisaurus,,
83511,tibia,UNKNOWN,Klamelisaurus gobiensis,species,740,,,,Klamelisaurus,,
83512,fibula,UNKNOWN,Klamelisaurus gobiensis,species,770,,,,Klamelisaurus,,
84451,tibia,n. gen. Koreaceratops n. sp. hwaseongensis,Koreaceratops hwaseongensis,species,222,,,,Koreaceratops,126.656410,37.177914
84452,tibia,n. gen. Koreaceratops n. sp. hwaseongensis,Koreaceratops hwaseongensis,species,152,,,,Koreaceratops,126.656410,37.177914
56379,scapula,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,1230,,,,Kotasaurus,79.845581,19.106924
56380,coracoid,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,340,,,,Kotasaurus,79.845581,19.106924
56381,humerus,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,770,,,,Kotasaurus,79.845581,19.106924
56382,radius,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,700,,,,Kotasaurus,79.845581,19.106924
56383,ulna,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,710,,90,,Kotasaurus,79.845581,19.106924
56384,femur,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,1130,,160,,Kotasaurus,79.845581,19.106924
56385,tibia,n. gen. Kotasaurus n. sp. yamanpalliensis,Kotasaurus yamanpalliensis,species,730,,,,Kotasaurus,79.845581,19.106924
18570,femur,UNKNOWN,Allosaurus fragilis,species,874,,,293,Allosaurus,,
18571,tibia,UNKNOWN,Allosaurus fragilis,species,747,,,265,Allosaurus,,
18572,fibula,UNKNOWN,Allosaurus fragilis,species,620,,,97,Allosaurus,,
18573,femur,UNKNOWN,Allosaurus fragilis,species,981,,,375,Allosaurus,,
18574,tibia,UNKNOWN,Allosaurus fragilis,species,848,,,313,Allosaurus,,
18575,fibula,UNKNOWN,Allosaurus fragilis,species,734,,,126,Allosaurus,,
18576,femur,UNKNOWN,Allosaurus fragilis,species,884,,,340,Allosaurus,,
18577,tibia,UNKNOWN,Allosaurus fragilis,species,757,,,280,Allosaurus,,
18578,fibula,UNKNOWN,Allosaurus fragilis,species,680,,,107,Allosaurus,,
18579,femur,UNKNOWN,Allosaurus fragilis,species,908,,,331,Allosaurus,,
18580,tibia,UNKNOWN,Allosaurus fragilis,species,701,,,277,Allosaurus,,
18581,fibula,UNKNOWN,Allosaurus fragilis,species,783,,,128,Allosaurus,,
18582,femur,UNKNOWN,Allosaurus fragilis,species,899,,,345,Allosaurus,,
18583,femur,UNKNOWN,Allosaurus fragilis,species,848,,,255,Allosaurus,,
18584,femur,UNKNOWN,Allosaurus fragilis,species,872,,,338,Allosaurus,,
18585,tibia,UNKNOWN,Allosaurus fragilis,species,743,,,258,Allosaurus,,
18586,fibula,UNKNOWN,Allosaurus fragilis,species,670,,,111,Allosaurus,,
18587,fibula,UNKNOWN,Allosaurus fragilis,species,596,,,117,Allosaurus,,
18785,humerus,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,310,,118,,Allosaurus,-105.224701,38.539501
18786,femur,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,850,,,,Allosaurus,-105.224701,38.539501
18787,tibia,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,690,,,,Allosaurus,-105.224701,38.539501
19076,humerus,Allosaurus fragilis,Allosaurus fragilis,species,420,,,,Allosaurus,-109.252899,39.172699
55866,femur,UNKNOWN,Allosaurus,genus,258,,,,Allosaurus,,
55867,femur,UNKNOWN,Allosaurus,genus,585,,77,,Allosaurus,,
61883,coracoid,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,120,170,,,Allosaurus,-105.224701,38.539501
61884,radius,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,222,,20,,Allosaurus,-105.224701,38.539501
61885,ulna,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,263,,24,,Allosaurus,-105.224701,38.539501
80185,tibia,n. gen. Saurophagus n. sp. maximus,Allosaurus fragilis,species,955,,,,Allosaurus,-102.824997,36.897499
80186,femur,n. gen. Saurophagus n. sp. maximus,Allosaurus fragilis,species,1059,,,,Allosaurus,-102.824997,36.897499
80187,humerus,n. gen. Saurophagus n. sp. maximus,Allosaurus fragilis,species,545,,,,Allosaurus,-102.824997,36.897499
97140,scapula,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,652,,175,,Allosaurus,-105.224701,38.539501
18592,fibula,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,787,,,270,Dryptosaurus,-75.160278,39.732777
18593,tibia,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,830,,,258,Dryptosaurus,-75.160278,39.732777
18995,femur,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,787.4,,,279.4,Dryptosaurus,-75.160278,39.732777
18996,humerus,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,304.8,,,136.525,Dryptosaurus,-75.160278,39.732777
80265,femur,cf. Dryptosaurus sp.,Dryptosaurus,genus,781,,,,Dryptosaurus,-74.300003,40.299999
80266,tibia,cf. Dryptosaurus sp.,Dryptosaurus,genus,759,,,,Dryptosaurus,-74.300003,40.299999
18788,femur,n. gen. Lagerpeton n. sp. chanarensis,Lagerpeton chanarensis,species,77.8,,,,Lagerpeton,-67.784447,-29.848888
18789,tibia,n. gen. Lagerpeton n. sp. chanarensis,Lagerpeton chanarensis,species,92.5,,,,Lagerpeton,-67.784447,-29.848888
18790,femur,Lagerpeton chanarensis,Lagerpeton chanarensis,species,76.7,,,,Lagerpeton,-67.779724,-29.850555
18791,tibia,Lagerpeton chanarensis,Lagerpeton chanarensis,species,90.0,,,,Lagerpeton,-67.779724,-29.850555
19082,scapula,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,781,,,,Lambeosaurus,-110.558716,49.351067
19083,femur,Lambeosaurus n. sp. magnicristatum,Lambeosaurus magnicristatus,species,1100,,,,Lambeosaurus,-111.559807,50.741596
19084,radius,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,615,,,,Lambeosaurus,-110.558716,49.351067
19085,tibia,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,1005,,,,Lambeosaurus,-110.558716,49.351067
19086,fibula,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,968,,,,Lambeosaurus,-110.558716,49.351067
19087,femur,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,1055,,,,Lambeosaurus,-110.558716,49.351067
19088,humerus,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,504.3,,,,Lambeosaurus,-110.558716,49.351067
19089,ulna,Lambeosaurus magnicristatus,Lambeosaurus magnicristatus,species,672.4,,,,Lambeosaurus,-110.558716,49.351067
55858,femur,Lambeosaurus lambei,Lambeosaurus lambei,species,1067,,,,Lambeosaurus,-111.474808,50.746250
128951,humerus,n. gen. Procheneosaurus praeceps,Lambeosaurus lambei,species,305,,,,Lambeosaurus,-111.620003,50.599998
128952,femur,n. gen. Procheneosaurus praeceps,Lambeosaurus lambei,species,591,,,,Lambeosaurus,-111.620003,50.599998
128953,tibia,n. gen. Procheneosaurus praeceps,Lambeosaurus lambei,species,550,,,,Lambeosaurus,-111.620003,50.599998
83957,scapula,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,540,,70,,Lamplughsaura,79.533333,19.250000
83958,scapula,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,542,,70,,Lamplughsaura,79.533333,19.250000
83959,humerus,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,535,,60,,Lamplughsaura,79.533333,19.250000
83960,ulna,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,360,,45,,Lamplughsaura,79.533333,19.250000
83961,femur,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,630,,80,,Lamplughsaura,79.533333,19.250000
83962,tibia,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,525,,80,,Lamplughsaura,79.533333,19.250000
83963,fibula,n. gen. Lamplughsaura n. sp. dharmaramensis,Lamplughsaura dharmaramensis,species,490,,51,,Lamplughsaura,79.533333,19.250000
83965,humerus,Lamplughsaura dharmaramensis,Lamplughsaura dharmaramensis,species,410,,50,,Lamplughsaura,79.533333,19.250000
83966,radius,Lamplughsaura dharmaramensis,Lamplughsaura dharmaramensis,species,300,,35,,Lamplughsaura,79.533333,19.250000
83967,femur,Lamplughsaura dharmaramensis,Lamplughsaura dharmaramensis,species,,,42,,Lamplughsaura,79.533333,19.250000
18718,femur,Leptoceratops gracilis,Leptoceratops gracilis,species,257,,,,Leptoceratops,-108.873199,44.949902
18719,tibia,Leptoceratops gracilis,Leptoceratops gracilis,species,385,,,,Leptoceratops,-108.873199,44.949902
18720,femur,Leptoceratops gracilis,Leptoceratops gracilis,species,230,,,,Leptoceratops,-113.005203,52.081001
18721,tibia,Leptoceratops gracilis,Leptoceratops gracilis,species,240,,,,Leptoceratops,-113.005203,52.081001
18722,fibula,Leptoceratops gracilis,Leptoceratops gracilis,species,225,,,,Leptoceratops,-113.005203,52.081001
18723,femur,Leptoceratops gracilis,Leptoceratops gracilis,species,265,,,,Leptoceratops,-113.005203,52.081001
18724,tibia,Leptoceratops gracilis,Leptoceratops gracilis,species,280,,,,Leptoceratops,-113.005203,52.081001
18725,fibula,Leptoceratops gracilis,Leptoceratops gracilis,species,260,,,,Leptoceratops,-113.005203,52.081001
18726,femur,Leptoceratops gracilis,Leptoceratops gracilis,species,270,,,,Leptoceratops,-113.005203,52.081001
18727,tibia,Leptoceratops gracilis,Leptoceratops gracilis,species,290,,,,Leptoceratops,-113.005203,52.081001
18728,fibula,Leptoceratops gracilis,Leptoceratops gracilis,species,280,,,,Leptoceratops,-113.005203,52.081001
84445,scapulocoracoid,n. gen. Leptoceratops n. sp. gracilis,Leptoceratops gracilis,species,425,,,,Leptoceratops,-112.981903,51.819099
84446,humerus,n. gen. Leptoceratops n. sp. gracilis,Leptoceratops gracilis,species,290,,,,Leptoceratops,-112.981903,51.819099
84447,ulna,n. gen. Leptoceratops n. sp. gracilis,Leptoceratops gracilis,species,224,,,,Leptoceratops,-112.981903,51.819099
84448,radius,n. gen. Leptoceratops n. sp. gracilis,Leptoceratops gracilis,species,167,,,,Leptoceratops,-112.981903,51.819099
84449,tibia,n. gen. Leptoceratops n. sp. gracilis,Leptoceratops gracilis,species,,,117,,Leptoceratops,-112.981903,51.819099
79435,femur,n. gen. Leshansaurus n. sp. qianweiensis,Leshansaurus qianweiensis,species,600,,,,Leshansaurus,104.052391,29.093945
79436,tibia,n. gen. Leshansaurus n. sp. qianweiensis,Leshansaurus qianweiensis,species,580,,,,Leshansaurus,104.052391,29.093945
79437,femur,n. gen. Leshansaurus n. sp. qianweiensis,Leshansaurus qianweiensis,species,220,,,,Leshansaurus,104.052391,29.093945
69091,skull,Lesothosaurus diagnosticus,Lesothosaurus diagnosticus,species,94,,48,,Lesothosaurus,27.750000,-31.291668
69092,scapula,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,75,,,,Lesothosaurus,27.250000,-29.850000
69093,humerus,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,68,,,,Lesothosaurus,27.250000,-29.850000
69094,radius,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,43,,,,Lesothosaurus,27.250000,-29.850000
69095,ulna,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,40,,,,Lesothosaurus,27.250000,-29.850000
69096,femur,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,104,,,,Lesothosaurus,27.250000,-29.850000
69097,tibia,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,129,,,,Lesothosaurus,27.250000,-29.850000
69098,fibula,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,123,,,,Lesothosaurus,27.250000,-29.850000
69099,scapula,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,66,,,,Lesothosaurus,27.250000,-29.850000
69100,humerus,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,58,,,,Lesothosaurus,27.250000,-29.850000
69101,radius,n. gen. Lesothosaurus n. sp. diagnosticus,Lesothosaurus diagnosticus,species,37,,,,Lesothosaurus,27.250000,-29.850000
84450,skull,n. gen. Liaoceratops n. sp. yanzigouensis,Liaoceratops yanzigouensis,species,97,,,,Liaoceratops,124.683601,41.366402
79397,femur,n. gen. Ligabueino n. sp. andesi,Ligabueino andesi,species,62,,,,Ligabueino,-70.066704,-39.508701
72413,scapula,n. gen. Ligabuesaurus n. sp. leanzai,Ligabuesaurus leanzai,species,1440,,210,,Ligabuesaurus,-69.396942,-39.592220
72414,humerus,n. gen. Ligabuesaurus n. sp. leanzai,Ligabuesaurus leanzai,species,1490,,180,,Ligabuesaurus,-69.396942,-39.592220
